id,cave,keywords,_details,_creator,_publisher,_publication_year,_rights,_link
Ya'aser_14_unbest_63-65_9-11,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1570
Ya'aser_14_unbest_64-67_24,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1571
Ya'aser_14_unbest_65_12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1572
Ya'aser_14_unbest_65-66_14-15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1573
Ya'aser_14_unbest_66-67_23,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1574
Ya'aser_14_unbest_6-7_13-14,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1575
Ya'aser_14_unbest_67-68_23-27,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1576
Ya'aser_14_unbest_69_11-12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1577
Ya'aser_14_unbest_69_19-20,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1578
Ya'aser_14_unbest_69-70_25-28,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1579
Ya'aser_14_unbest_70-71_17-20,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1580
Ya'aser_14_unbest_7_16-17,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1581
Ya'aser_14_unbest_71-73_23-25,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1582
Ya'aser_14_unbest_74-75_15-17,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1583
Ya'aser_14_unbest_75_18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1584
Ya'aser_14_unbest_75-76_13-14,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1585
Ya'aser_14_unbest_7-8_14-15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1586
Ya'aser_14_unbest_78-79_12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1587
Ya'aser_14_unbest_79-80_11-12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1588
Ya'aser_14_unbest_79-80_13-14,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1589
Ya'aser_14_unbest_79-81_14-16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1590
Ya'aser_14_unbest_80-82_16-18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1591
Ya'aser_14_unbest_82_12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1592
Ya'aser_14_unbest_82-83_13-15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1593
Ya'aser_14_unbest_82-83_18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1594
Ya'aser_14_unbest_83-85_13-16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1596
Ya'aser_14_unbest_84_16-18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1597
Ya'aser_14_unbest_84-85_7-8,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1598
Ya'aser_14_unbest_84-86_19,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1599
Ya'aser_14_unbest_87-88_23-24,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1600
Ya'aser_14_unbest_88-89_9-10,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1601
Ya'aser_14_unbest_8-9_10,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1602
Ya'aser_14_unbest_8-9_18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1603
Ya'aser_14_unbest_8-9_7-8,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1604
Ya'aser_14_unbest_89-90_10-11,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1605
Ya'aser_14_unbest_9-10_12-13,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1606
Ya'aser_14_unbest_9-10_9-10,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1607
Ya'aser_14_unbest_9-10_9,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1608
Ya'aser_14_unbest_92-93_11-12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1609
Ya'aser_14_unbest_95-96_15-16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1610
Ya'aser_14_unbest_96-97_17-19,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1611
Ya'aser_14_unbest_98-100_13-15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1612
Ya'aser_14_unbest_98-99_15-16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1613
Ya'aser_14_unbest_99-100_19,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1614
Ya'aser_15_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1615
Ya'aser_15_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1616
Ya'aser_1_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1617
Ya'aser_1_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1618
Ya'aser_3_unbest_10,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1620
Ya'aser_3_unbest_11,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1621
Ya'aser_3_unbest_12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1622
Ya'aser_3_unbest_13,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1623
Ya'aser_3_unbest_14,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1624
Ya'aser_3_unbest_15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1625
Ya'aser_3_unbest_16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1626
Ya'aser_3_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1627
Ya'aser_3_unbest_3,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1629
Ya'aser_3_unbest_4,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1630
Ya'aser_3_unbest_5,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1631
Ya'aser_3_unbest_6,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1632
Ya'aser_3_unbest_8,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1634
Ya'aser_3_unbest_9,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1635
Ya'aser_4_unbest_10,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1636
Ya'aser_4_unbest_11,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1637
Ya'aser_4_unbest_12,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1638
Ya'aser_4_unbest_13,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1639
Ya'aser_4_unbest_14,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1640
Ya'aser_4_unbest_15,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1641
Ya'aser_4_unbest_16,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1642
Ya'aser_4_unbest_17,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1643
Ya'aser_4_unbest_18,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1644
Ya'aser_4_unbest_19,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1645
Ya'aser_4_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1646
Ya'aser_4_unbest_20,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1647
Ya'aser_4_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1648
Ya'aser_4_unbest_3,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1649
Ya'aser_4_unbest_4,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1650
Ya'aser_4_unbest_5,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1651
Ya'aser_4_unbest_6,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1652
Ya'aser_4_unbest_7,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1653
Ya'aser_4_unbest_8,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1654
Ya'aser_4_unbest_9,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1655
Ya'aser_5_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1660
Ya'aser_5_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1661
Ya'aser_6.1_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1662
Ya'aser_6.1_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1663
Ya'aser_6.1_unbest_3,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1664
Ya'aser_6.1_unbest_4,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1665
Ya'aser_6.1_unbest_5,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1666
Ya'aser_6.1_unbest_6,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1667
Ya'aser_6.2_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1668
Ya'aser_6.2_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1669
Ya'aser_6.2_unbest_4,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1671
Ya'aser_6.2_unbest_5,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1672
Ya'aser_6.2_unbest_6,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1673
Ya'aser_6.2_unbest_7,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1674
Ya'aser_6_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1675
Ya'aser_6_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1676
Ya'aser_6_unbest_3,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1677
Ya'aser_7_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1678
Ya'aser_9_unbest_1,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1688
Ya'aser_9_unbest_2,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1689
Ya'aser_9_unbest_4,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1691
Ya'aser_9_unbest_5,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1692
Ya'aser_9_unbest_6,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1693
Ya'aser_9_unbest_8,Ya'aser,"papua, kaimana, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1694
Ambersebui_1_unbest_4-5_3-5,Ambersebui,"ambersebui, ambersebui, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1695
Ambersebui_2_unbest_10_4,Ambersebui,"ambersebui, ambersebui, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1696
Ohoidertawun_1.1.1_unbest_1-2_2,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1697
Ohoidertawun_1.1.1_unbest_5_7-8,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1698
Ohoidertawun_1.1.3_unbest_1,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1699
Ohoidertawun_4_unbest_22-23_9-10,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1709
Ohoidertawun_4_unbest_29-30_15-16,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1710
Ohoidertawun_5_unbest_10_5-7,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1711
Ohoidertawun_5_unbest_5-6_4-5,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1712
Ohoidertawun_5_unbest_5_9,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1713
Ohoidertawun_5_unbest_6-7_7,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1714
Ohoidertawun_5_unbest_6-7_8-9,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1715
Ohoidertawun_5_unbest_7_8-9,Ohoidertawun,"kei_kecil, ohoidertawun, Motive unbestimmbare",,Markus Wäfler,Edition Topoi,2017,CC-BY-NC-SA 3.0 DE,http://repositorytest.ancient-astronomy.org/collection/PIND/object/1716
